accession,biosample_id,Bioproject,Organism,Starin,Isolation_source,Source_category,Isolation_country,Collection_Date
GCF_019308385,SAMN13880208,PRJNA602008,Lactiplantibacillus plantarum,wikim 18,kimchi,Food,South Korea,NA
GCF_019321805,SAMN18394780,PRJNA716106,Lactiplantibacillus plantarum,L75a,South China Sea,Food,China,1/20/2019
GCF_019336465,SAMN20256385,PRJNA747123,Limosilactobacillus reuteri,Fn041,milk from healthy woman,Food,China,7/6/2019
GCF_019343125,SAMN19908122,PRJNA741717,Enterococcus lactis,CX 2-6_2,soil,Environmental,China,2019-07-18T15:23:48Z
GCF_019350975,SAMN09812578,PRJNA485681,Enterococcus faecalis,EFS0021,feces,Feces,South Korea,9/20/2017
GCF_019351005,SAMN09812577,PRJNA485681,Enterococcus faecalis,EFS0020,Armpit,Animal,South Korea,9/20/2017
GCF_019352485,SAMN16094719,PRJNA662849,Enterococcus faecalis,12022,urine,Clinical,China,2013
GCF_019352515,SAMN16094718,PRJNA662849,Enterococcus faecalis,4942,blood,Clinical,China,2012
GCF_019352735,SAMN16124429,PRJNA663240,Enterococcus faecalis,PF110,Raw-frozen dog food,Food,Portugal,2019
GCF_019352775,SAMN16124426,PRJNA663240,Enterococcus faecalis,PF176,Raw-frozen dog food,Food,Portugal,2020
GCF_019352795,SAMN16124428,PRJNA663240,Enterococcus faecalis,PF183,Raw-frozen dog food,Food,Portugal,2020
GCF_019352805,SAMN16124427,PRJNA663240,Enterococcus faecalis,PF63,Raw-frozen dog food,Food,Portugal,2019
GCF_019352835,SAMN16124424,PRJNA663240,Enterococcus faecalis,PF56,Raw-frozen dog food,Food,Portugal,2019
GCF_019352855,SAMN16124425,PRJNA663240,Enterococcus faecalis,PF101,Raw-frozen dog food,Food,Portugal,2019
GCF_019390115,SAMN19092257,PRJNA728577,Lactiplantibacillus plantarum,41G,fermented meat,Food,Ireland,8/1/2020
GCF_019390145,SAMN19092259,PRJNA728578,Lactiplantibacillus plantarum,38I,fermented meat,Food,Ireland,8/5/2020
GCF_019399915,SAMN16988606,PRJNA682401,Lactiplantibacillus plantarum,41P,meat,Food,Ireland,8/1/2020
GCF_019400965,SAMN13612042,PRJNA596080,Enterococcus gallinarum,EG81,swine,Animal,China,6/1/2018
GCF_019425695,SAMN15455050,PRJNA644238,Lactiplantibacillus plantarum,DW12,fermented food,Food,Thailand,2019-10
GCF_019443925,SAMN14650907,PRJNA627067,Lactobacillus helveticus,LH2020,Shanghai,Food,China,2018-12
GCF_019448175,SAMN20446287,PRJNA750221,Pediococcus acidilactici,PMC202,young radish kimchi,Food,South Korea,1/1/2020
GCF_019448485,SAMN20475138,PRJNA750623,Enterococcus faecalis,BG475,urine sample,Clinical,Bulgaria,2015-12
GCF_019449295,SAMN20500851,PRJNA750903,Enterococcus faecalis,LREF-1,urine,Clinical,India,12/26/2020
GCF_019455965,SAMN11049618,PRJNA525369,Lactobacillus helveticus,TMW 1610,sorghum sourdough,Food,Sudan,2002-06
GCF_019456555,SAMN17922924,PRJNA702050,Enterococcus faecium,VBO96,stream surface water,Environmental,Switzerland,2020-03
GCF_019456575,SAMN17922923,PRJNA702050,Enterococcus faecium,VBO39,river surface water,Environmental,Switzerland,2020-01
GCF_019456595,SAMN17922919,PRJNA702050,Enterococcus faecium,VBR48,stream surface water,Environmental,Switzerland,2020-02
GCF_019469465,SAMN14219255,PRJNA609226,Lactiplantibacillus plantarum,MSD1,curd,Food,India,12/1/2017
GCF_019576055,SAMN20557569,PRJNA751903,Apilactobacillus kunkeei,7K4AA,environmental,Environmental,Poland,7/12/2017
GCF_019576155,SAMN20587850,PRJNA752246,Weissella confusa,LM1,gut,Gut,China,2020
GCF_019583515,SAMN11831042,PRJNA544254,Enterococcus faecalis,R1,feces,Feces,Spain,2017
GCF_019583595,SAMN11831039,PRJNA544254,Enterococcus faecalis,A1,feces,Feces,Spain,2017
GCF_019593595,SAMN11831040,PRJNA544254,Ligilactobacillus salivarius,C3,feces,Feces,Spain,2017
GCF_019641415,SAMN20676127,PRJNA753089,Lactiplantibacillus plantarum,LB244R,fermented cabbage,Food,Denmark,2018
GCF_019718775,SAMN20804187,PRJNA754857,Apilactobacillus kunkeei,7K11C,Nectar,Environmental,Poland,7/12/2017
GCF_019731045,SAMN14389594,PRJNA612981,Enterococcus faecium,K65,feces,Feces,China,3/1/2020
GCF_019731285,SAMN14389585,PRJNA612981,Enterococcus faecalis,K58,feces,Feces,China,3/1/2020
GCF_019731355,SAMN14389582,PRJNA612981,Enterococcus gallinarum,K55_2,feces,Feces,China,3/1/2020
GCF_019731385,SAMN14389580,PRJNA612981,Enterococcus faecalis,K54_3,feces,Feces,China,3/1/2020
GCF_019731475,SAMN14389577,PRJNA612981,Enterococcus faecalis,K53_2,feces,Feces,China,3/1/2020
GCF_019731515,SAMN14389575,PRJNA612981,Enterococcus faecalis,K52_2,feces,Feces,China,3/1/2020
GCF_019731615,SAMN14389570,PRJNA612981,Enterococcus faecalis,K48_3,feces,Feces,China,3/1/2020
GCF_019731795,SAMN14389560,PRJNA612981,Enterococcus raffinosus,K36,feces,Feces,China,3/1/2020
GCF_019734095,SAMN14389534,PRJNA612981,Enterococcus casseliflavus,K17_1,feces,Feces,China,3/1/2020
GCF_019774535,SAMN20825296,PRJNA755466,Enterococcus faecalis,E006xJH2-2-TC1,swine,Animal,China,2018
GCF_019793535,SAMN19473658,PRJNA734146,Pediococcus pentosaceus,SPARC2,animal,Animal,Pakistan,1/12/2019
GCF_019797825,SAMN20308692,PRJNA748141,Limosilactobacillus panis,MT-01,Maotai Daqu,Food,China,2018-05
GCF_019797905,SAMN20857173,PRJNA756165,Enterococcus raffinosus,CX012922,feces,Feces,China,1/22/2021
GCF_019856595,SAMN20824245,PRJNA755274,Enterococcus faecalis,E006,swine,Animal,China,2018
GCF_019880345,SAMN20834202,PRJNA755267,Enterococcus lactis,E843,swine,Animal,China,2018
GCF_019890755,SAMN21160432,PRJNA759209,Lactiplantibacillus plantarum,1107,milk,Food,Brazil,2018
GCF_019890875,SAMN21157785,PRJNA759200,Limosilactobacillus fermentum,ACA-DC 179,Greek Kasseri cheese,Food,Greece,1994
GCF_019913805,SAMN21165409,PRJNA759370,Enterococcus casseliflavus,BF_1,Liquor pit mud,Food,China,2/2/2021
GCF_019917325,SAMN12547820,PRJNA559576,Enterococcus faecalis,131AC,Anus,Gut,China,2016
GCF_019917335,SAMN12547819,PRJNA559576,Enterococcus faecalis,61NC,Nose,Clinical,China,2016
GCF_019917365,SAMN12547821,PRJNA559576,Enterococcus faecalis,67AC,Anus,Gut,China,2016
GCF_019917375,SAMN12547816,PRJNA559576,Enterococcus faecalis,114AC,Anus,Gut,China,2016
GCF_019917405,SAMN12547815,PRJNA559576,Enterococcus faecalis,182NS,Nose,Clinical,China,2016
GCF_019917425,SAMN12547823,PRJNA559576,Enterococcus faecalis,99AE,Anus,Gut,China,2016
GCF_019917435,SAMN12547822,PRJNA559576,Enterococcus faecalis,203NC,Nose,Clinical,China,2016
GCF_019917485,SAMN12551643,PRJNA559697,Enterococcus gallinarum,6월 8일,supermarket beef surface,Food,China,2016
GCF_019967715,SAMN21240282,PRJNA760985,Enterococcus lactis,HJS001,Braised chicken,Food,China,6/10/2020
GCF_019967935,SAMN20968817,PRJNA757596,Lacticaseibacillus rhamnosus,CAU 1365,kimchi,Food,South Korea,10/6/2017
GCF_019990845,SAMN21367937,PRJNA761968,Lacticaseibacillus rhamnosus,cek-R1,root,Environmental,Hungary,3/23/2021
GCF_019990885,SAMN21367939,PRJNA761968,Lentilactobacillus otakiensis,cek-R3,root,Environmental,Hungary,3/23/2021
GCF_019992625,SAMN16630912,PRJNA673930,Enterococcus casseliflavus,DY31,swine,Animal,China,2018
GCF_019992685,SAMN16630911,PRJNA673930,Enterococcus hirae,DY27,swine,Animal,China,2018
GCF_019992705,SAMN16630910,PRJNA673930,Enterococcus hirae,DY13,swine,Animal,China,2018
GCF_019992825,SAMN16630904,PRJNA673930,Enterococcus faecium,DY15,swine,Animal,China,2018
GCF_019992865,SAMN16630902,PRJNA673930,Enterococcus faecium,DY8,swine,Animal,China,2018
GCF_020088785,SAMN19065630,PRJNA727911,Leuconostoc gasicomitatum,NAFIM5a-6,Marinated beef,Food,Finland,9/11/2009
GCF_020088805,SAMN19065631,PRJNA727911,Leuconostoc gasicomitatum,POULM2-8,Marinated pork,Food,Finland,9/11/2009
GCF_020088825,SAMN19065629,PRJNA727911,Leuconostoc gasicomitatum,Ms25-3,Broiler fillet,Food,Finland,9/11/2009
GCF_020088845,SAMN19065632,PRJNA727911,Leuconostoc gasicomitatum,Vvan8,Beef meat,Food,Finland,9/11/2009
GCF_020088855,SAMN19065628,PRJNA727911,Leuconostoc gasicomitatum,Mkl2-18,Marinated rainbow trout,Food,Finland,9/11/2009
GCF_020088885,SAMN19065626,PRJNA727911,Leuconostoc gasicomitatum,JP13-3,Processing plant,Environmental,Finland,7/31/2015
GCF_020088905,SAMN19065624,PRJNA727911,Leuconostoc gasicomitatum,EPV3,Pork meat,Food,Spain,9/11/2009
GCF_020088915,SAMN19065623,PRJNA727911,Leuconostoc gasicomitatum,R-46920,Bell pepper,Food,Belgium,3/10/2014
GCF_020088925,SAMN19065627,PRJNA727911,Leuconostoc gasicomitatum,Mkl1-2,Marinated rainbow trout,Food,Finland,9/11/2009
GCF_020088965,SAMN19065622,PRJNA727911,Leuconostoc gasicomitatum,R-46850,Salad blend,Food,Belgium,3/10/2014
GCF_020088985,SAMN19065625,PRJNA727911,Leuconostoc gasicomitatum,Jla4-8,Minced pork and beef meat,Food,Latvia,9/11/2009
GCF_020089005,SAMN19065619,PRJNA727911,Leuconostoc gasicomitatum,HS10,Boiled eggs,Food,Belgium,3/10/2014
GCF_020089025,SAMN19065620,PRJNA727911,Leuconostoc gasicomitatum,R-46608,Blood sausage,Clinical,Belgium,3/10/2014
GCF_020089045,SAMN19065621,PRJNA727911,Leuconostoc gasicomitatum,R-46710,Salad blend,Food,Belgium,3/10/2014
GCF_020089065,SAMN19065618,PRJNA727911,Leuconostoc gasicomitatum,HS1,Boiled eggs,Food,Belgium,3/10/2014
GCF_020089085,SAMN19065616,PRJNA727911,Leuconostoc gasicomitatum,A.8.4,cucumber,Food,Belgium,11/11/2013
GCF_020089105,SAMN19065617,PRJNA727911,Leuconostoc gasicomitatum,ab.2,Acetic acid solution,Food,Belgium,11/11/2013
GCF_020089125,SAMN19065615,PRJNA727911,Leuconostoc gasicomitatum,A.5.3,Celery,Food,Belgium,11/11/2013
GCF_020089135,SAMN19065613,PRJNA727911,Leuconostoc gasicomitatum,6.2.3,Processing plant,Environmental,Belgium,11/11/2013
GCF_020089165,SAMN19065614,PRJNA727911,Leuconostoc gasicomitatum,A.21.4,Iceberg lettuce,Food,Belgium,11/11/2013
GCF_020089205,SAMN19065610,PRJNA727911,Leuconostoc gasicomitatum,POHU19,Pork meat,Food,Finland,9/11/2009
GCF_020089215,SAMN19065611,PRJNA727911,Leuconostoc gasicomitatum,RSNU1f,Beef meat,Food,Finland,8/27/2007
GCF_020089225,SAMN19065435,PRJNA727911,Leuconostoc gelidum subsp. gelidum,Vvan9,Beef meat,Food,Finland,4/1/2014
GCF_020089285,SAMN19065434,PRJNA727911,Leuconostoc gelidum subsp. gelidum,PB4d,carrot,Food,Finland,4/1/2014
GCF_020089305,SAMN19065433,PRJNA727911,Leuconostoc gelidum subsp. gelidum,Kg1-2,Vegetable sausage,Food,Finland,7/11/2008
GCF_020089325,SAMN19065431,PRJNA727911,Leuconostoc gelidum subsp. gelidum,JPBL22,Processing plant,Environmental,Finland,7/31/2015
GCF_020089345,SAMN19065432,PRJNA727911,Leuconostoc gelidum subsp. gelidum,KAPA3-9,Pork and beef meat,Food,Finland,4/1/2014
GCF_020089365,SAMN19065430,PRJNA727911,Leuconostoc gelidum subsp. gelidum,HS9,Cooked ham,Food,Finland,4/1/2014
GCF_020089375,SAMN19065429,PRJNA727911,Leuconostoc gelidum subsp. gelidum,Ebr1-8,Broiler fillet,Food,Finland,4/1/2014
GCF_020089425,SAMN19065427,PRJNA727911,Leuconostoc gelidum subsp. gelidum,PLK1c,carrot,Food,Finland,4/1/2014
GCF_020089445,SAMN19065389,PRJNA727911,Leuconostoc gelidum subsp. aenigmaticum,DSM 19374,Broiler leg meat,Food,Finland,4/1/2014
GCF_020089455,SAMN19065390,PRJNA727911,Leuconostoc gelidum subsp. aenigmaticum,POKY4-4,Pork meat,Food,Finland,4/1/2014
GCF_020089485,SAMN19065426,PRJNA727911,Leuconostoc gelidum subsp. gelidum,AMKR21,Broiler leg meat,Food,Finland,4/1/2014
GCF_020089505,SAMN19065388,PRJNA727911,Leuconostoc gelidum subsp. aenigmaticum,DSM 19375,Pork meat,Food,Finland,4/1/2014
GCF_020089765,SAMN21246344,PRJNA761236,Weissella cibaria,KCKM 0342,NO-Five-Pungent-Herbs kimchi,Food,South Korea,2016
GCF_020149995,SAMN21449406,PRJNA763780,Lactobacillus amylovorus,MT30,brewing environment of Maotai-flavor liquor,Food,China,2021-09
GCF_020150035,SAMN21449396,PRJNA763778,Pediococcus acidilactici,MT25,brewing environment of Maotai-flavor liquor,Food,China,2021-09
GCF_020166715,SAMN20719256,PRJNA759098,Enterococcus faecalis,S.139.20.Ef,Incubator,Clinical,Germany,6/20/2020
GCF_020166735,SAMN20719255,PRJNA759098,Enterococcus faecalis,S.59.20.Ef,Incubator,Clinical,Germany,3/7/2020
GCF_020166755,SAMN20719253,PRJNA759098,Enterococcus faecalis,S.56.20.Ef,rectal swab neonate,Gut,Germany,3/5/2020
GCF_020166775,SAMN20719254,PRJNA759098,Enterococcus faecalis,S.58.20.Ef,rectal swab neonate,Gut,Germany,3/6/2020
GCF_020166795,SAMN20719251,PRJNA759098,Enterococcus faecalis,S.111.20.Ef,rectal swab neonate,Gut,Germany,6/19/2020
GCF_020166815,SAMN20719250,PRJNA759098,Enterococcus faecalis,S.136.20.Ef,rectal swab neonate,Gut,Germany,7/15/2020
GCF_020166825,SAMN20719252,PRJNA759098,Enterococcus faecalis,S.118.20.Ef,Incubator,Clinical,Germany,6/21/2020
GCF_020166855,SAMN20719248,PRJNA759098,Enterococcus faecalis,S.26.20.Ef,Incubator,Clinical,Germany,1/3/2020
GCF_020166895,SAMN20719247,PRJNA759098,Enterococcus faecalis,S.27.19.Ef,rectal swab neonate,Gut,Germany,2/22/2019
GCF_020166915,SAMN20719245,PRJNA759098,Enterococcus faecalis,S.116.20.Ef,rectal swab neonate,Gut,Germany,6/16/2020
GCF_020166935,SAMN20719243,PRJNA759098,Enterococcus faecalis,S.25.20.Ef,rectal swab neonate,Gut,Germany,1/2/2020
GCF_020166955,SAMN20719242,PRJNA759098,Enterococcus faecalis,S.24.20.Ef,Incubator,Clinical,Germany,1/8/2020
GCF_020166975,SAMN20719246,PRJNA759098,Enterococcus faecalis,S.190.19.Ef,Incubator,Clinical,Germany,12/15/2019
GCF_020166995,SAMN20719244,PRJNA759098,Enterococcus faecalis,S.27.20.Ef,rectal swab neonate,Gut,Germany,1/10/2020
GCF_020167015,SAMN20719240,PRJNA759098,Enterococcus faecalis,S.82.19.Ef,Incubator,Clinical,Germany,5/5/2019
GCF_020167035,SAMN20719238,PRJNA759098,Enterococcus faecalis,S.85.19.Ef,Incubator,Clinical,Germany,5/7/2019
GCF_020167055,SAMN20719241,PRJNA759098,Enterococcus faecalis,S.108.20.Ef,Incubator,Clinical,Germany,7/10/2020
GCF_020167075,SAMN20719237,PRJNA759098,Enterococcus faecalis,S.84.19.Ef,Incubator,Clinical,Germany,5/6/2019
GCF_020167095,SAMN20719239,PRJNA759098,Enterococcus faecalis,S.114.20.Ef,Incubator,Clinical,Germany,7/2/2020
GCF_020167115,SAMN20719234,PRJNA759098,Enterococcus faecalis,S.22.19.Ef,rectal swab neonate,Gut,Germany,1/21/2019
GCF_020167125,SAMN20719236,PRJNA759098,Enterococcus faecalis,S.28.19.Ef,Incubator,Clinical,Germany,1/23/2019
GCF_020167135,SAMN20719235,PRJNA759098,Enterococcus faecalis,S.24.19.Ef,Incubator,Clinical,Germany,1/22/2019
GCF_020167175,SAMN20719232,PRJNA759098,Enterococcus faecalis,S.44.19.Ef,rectal swab neonate,Gut,Germany,3/23/2019
GCF_020167195,SAMN20719233,PRJNA759098,Enterococcus faecalis,S.99.20.Ef,Incubator,Clinical,Germany,6/14/2020
GCF_020167215,SAMN20719230,PRJNA759098,Enterococcus faecalis,S.40.19.Ef,rectal swab neonate,Gut,Germany,3/26/2019
GCF_020167255,SAMN20719231,PRJNA759098,Enterococcus faecalis,S.46.19.Ef,Incubator,Clinical,Germany,3/19/2019
GCF_020167275,SAMN20719228,PRJNA759098,Enterococcus faecalis,S.30.19.Ef,rectal swab neonate,Gut,Germany,3/5/2019
GCF_020167295,SAMN20719226,PRJNA759098,Enterococcus faecalis,S.101.20.Ef,rectal swab neonate,Gut,Germany,6/30/2020
GCF_020167315,SAMN20719227,PRJNA759098,Enterococcus faecalis,S.33.19.Ef,Incubator,Clinical,Germany,3/1/2019
GCF_020167325,SAMN20719225,PRJNA759098,Enterococcus faecalis,S.42.19.Ef,rectal swab neonate,Gut,Germany,3/27/2019
GCF_020167355,SAMN20719224,PRJNA759098,Enterococcus faecalis,S.49.19.Ef,Incubator,Clinical,Germany,3/25/2019
GCF_020180895,SAMN21354880,PRJNA761559,Enterococcus casseliflavus,V308,swine manure,Animal,Italy,2019
GCF_020180915,SAMN21354879,PRJNA761559,Enterococcus casseliflavus,V311,swine manure,Animal,Italy,2019
GCF_020183895,SAMN18230337,PRJNA708317,Weissella cibaria,D-H/1MSE W25,Pasture,Environmental,Brazil,2012
GCF_020295655,SAMN21874309,PRJNA766719,Lactiplantibacillus argentoratensis,BSR19,feces,Feces,China,7/6/2021
GCF_020400695,SAMN21352171,PRJNA749634,Lactiplantibacillus plantarum,LPKH,Sourdough bread,Food,Australia,1/1/2019
GCF_020405535,SAMN21907303,PRJNA269675,Enterococcus faecium,SCPM-O-B-8950,liver,Clinical,Russia,2/7/2020
GCF_020405575,SAMN21907298,PRJNA269675,Enterococcus faecalis,SCPM-O-B-8945,digestive system,Gut,Russia,2/7/2020
GCF_020405635,SAMN21907299,PRJNA269675,Enterococcus faecalis,SCPM-O-B-8946,digestive system,Gut,Russia,2/7/2020
GCF_020405675,SAMN21907292,PRJNA269675,Enterococcus lactis,SCPM-O-B-8939,digestive system,Gut,Russia,2/7/2020
GCF_020405685,SAMN21907301,PRJNA269675,Enterococcus lactis,SCPM-O-B-8948,digestive system,Gut,Russia,2/7/2020
GCF_020405695,SAMN21907291,PRJNA269675,Enterococcus faecalis,SCPM-O-B-8938,digestive system,Gut,Russia,2/7/2020
GCF_020405755,SAMN21907290,PRJNA269675,Enterococcus faecalis,SCPM-O-B-8937,genitourinary system,Gut,Russia,2/7/2020
GCF_020405775,SAMN21907285,PRJNA269675,Enterococcus lactis,SCPM-O-B-8931,digestive system,Gut,Russia,2/7/2020
GCF_020405785,SAMN21907286,PRJNA269675,Enterococcus lactis,SCPM-O-B-8932,digestive system,Gut,Russia,2/7/2020
GCF_020405815,SAMN21907296,PRJNA269675,Enterococcus lactis,SCPM-O-B-8943,digestive system,Gut,Russia,2/7/2020
GCF_020405875,SAMN21907288,PRJNA269675,Enterococcus faecalis,SCPM-O-B-8934,digestive system,Gut,Russia,2/7/2020
GCF_020405895,SAMN21907289,PRJNA269675,Enterococcus faecalis,SCPM-O-B-8936,digestive system,Gut,Russia,2/7/2020
GCF_020405935,SAMN21907283,PRJNA269675,Enterococcus lactis,SCPM-O-B-8929,genitourinary system,Gut,Russia,2/7/2020
GCF_020405955,SAMN21907280,PRJNA269675,Enterococcus hirae,SCPM-O-B-8926,caeca poultry,Gut,Russia,2/7/2020
GCF_020405965,SAMN21907284,PRJNA269675,Enterococcus lactis,SCPM-O-B-8930,genitourinary system,Gut,Russia,2/7/2020
GCF_020405995,SAMN21907281,PRJNA269675,Enterococcus faecalis,SCPM-O-B-8927,genitourinary system,Gut,Russia,2/7/2020
GCF_020406015,SAMN21907279,PRJNA269675,Enterococcus mundtii,SCPM-O-B-8925,poultry respiratory system,Clinical,Russia,2/7/2020
GCF_020406035,SAMN21907282,PRJNA269675,Enterococcus faecium,SCPM-O-B-8928,genitourinary system,Gut,Russia,2/7/2020
GCF_020406915,SAMN21907287,PRJNA269675,Enterococcus lactis,SCPM-O-B-8933,digestive system,Gut,Russia,2/7/2020
GCF_020406935,SAMN21907306,PRJNA269675,Enterococcus lactis,SCPM-O-B-8953,poultry respiratory system,Clinical,Russia,2/7/2020
GCF_020412465,SAMN21920643,PRJNA767643,Limosilactobacillus reuteri,19-E-6,GOS pig 19 colon,Gut,United Kingdom,10/19/2020
GCF_020412485,SAMN21920642,PRJNA767639,Limosilactobacillus reuteri,19-E-3,GOS pig 19 colon,Gut,United Kingdom,10/19/2020
GCF_020514055,SAMN12614778,PRJNA561288,Latilactobacillus sakei,E13G,Artisanal dry-fermented salami,Food,Italy,11/15/2016
GCF_020532005,SAMN22237326,PRJNA770818,Lactiplantibacillus pentosus,GPS1-6,fermented fish (Pla-som),Food,Thailand,11/17/2017
GCF_020539305,SAMN22165205,PRJNA737800,Pediococcus acidilactici,MSK.2.77,fecal sample,Feces,USA,NA
GCF_020539325,SAMN22165203,PRJNA737800,Pediococcus acidilactici,MSK.2.62,fecal sample,Feces,USA,NA
GCF_020539365,SAMN22165202,PRJNA737800,Pediococcus acidilactici,MSK.2.27,fecal sample,Feces,USA,NA
GCF_020539885,SAMN22165168,PRJNA737800,Pediococcus acidilactici,MSK.2.97,fecal sample,Feces,USA,NA
GCF_020539895,SAMN22165167,PRJNA737800,Pediococcus acidilactici,MSK.2.9,fecal sample,Feces,USA,NA
GCF_020539925,SAMN22165165,PRJNA737800,Pediococcus acidilactici,MSK.2.86,fecal sample,Feces,USA,NA
GCF_020539935,SAMN22165164,PRJNA737800,Pediococcus acidilactici,MSK.2.8,fecal sample,Feces,USA,NA
GCF_020539965,SAMN22165163,PRJNA737800,Pediococcus acidilactici,MSK.2.74,fecal sample,Feces,USA,NA
GCF_020539985,SAMN22165161,PRJNA737800,Pediococcus acidilactici,MSK.2.67,fecal sample,Feces,USA,NA
GCF_020539995,SAMN22165162,PRJNA737800,Pediococcus acidilactici,MSK.2.7,fecal sample,Feces,USA,NA
GCF_020540025,SAMN22165159,PRJNA737800,Pediococcus acidilactici,MSK.2.6,fecal sample,Feces,USA,NA
GCF_020540035,SAMN22165160,PRJNA737800,Pediococcus acidilactici,MSK.2.64,fecal sample,Feces,USA,NA
GCF_020540065,SAMN22165158,PRJNA737800,Pediococcus acidilactici,MSK.2.55,fecal sample,Feces,USA,NA
GCF_020540085,SAMN22165154,PRJNA737800,Pediococcus acidilactici,MSK.2.4,fecal sample,Feces,USA,NA
GCF_020540105,SAMN22165157,PRJNA737800,Pediococcus acidilactici,MSK.2.53,fecal sample,Feces,USA,NA
GCF_020540115,SAMN22165155,PRJNA737800,Pediococcus acidilactici,MSK.2.5,fecal sample,Feces,USA,NA
GCF_020540145,SAMN22165153,PRJNA737800,Pediococcus acidilactici,MSK.2.3,fecal sample,Feces,USA,NA
GCF_020540165,SAMN22165152,PRJNA737800,Pediococcus acidilactici,MSK.2.21,fecal sample,Feces,USA,NA
GCF_020540185,SAMN22165151,PRJNA737800,Pediococcus acidilactici,MSK.2.2,fecal sample,Feces,USA,NA
GCF_020540205,SAMN22165150,PRJNA737800,Pediococcus acidilactici,MSK.2.11,fecal sample,Feces,USA,NA
GCF_020540245,SAMN22165149,PRJNA737800,Pediococcus acidilactici,MSK.2.1,fecal sample,Feces,USA,NA
GCF_020540265,SAMN22165146,PRJNA737800,Lacticaseibacillus paracasei,MSK.19.8,fecal sample,Feces,USA,NA
GCF_020540475,SAMN22165126,PRJNA737800,Weissella cibaria,MSK.22.139,fecal sample,Feces,USA,NA
GCF_020540505,SAMN22165125,PRJNA737800,Weissella cibaria,MSK.22.138,fecal sample,Feces,USA,NA
GCF_020540525,SAMN22165123,PRJNA737800,Weissella cibaria,MSK.22.130,fecal sample,Feces,USA,NA
GCF_020540565,SAMN22165120,PRJNA737800,Weissella cibaria,MSK.22.122,fecal sample,Feces,USA,NA
